variable_group,content_json,variable,classification,category_code,legend_start_str,legend_str_1,legend_str_2,legend_str_3
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-009,{PERCENTAGE}%,of people aged 16 years and over in {location},were,formerly in a civil partnership now legally dissolved
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-010,{PERCENTAGE}%,of people aged 16 years and over in {location},are,widowed
Population,2021-DEM,Legal partnership status,legal_partnership_status,legal_partnership_status-011,{PERCENTAGE}%,of people aged 16 years and over in {location},are,the surviving partner from a civil partnership
Population,2021-DEM,Legal partnership status,legal_partnership_status_3a,legal_partnership_status_3a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},are,married or in a registered civil partnership
Population,2021-DEM,Legal partnership status,legal_partnership_status_3a,legal_partnership_status_3a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},have,other marital or civil partnership status
Population,2021-DEM,Legal partnership status,legal_partnership_status_6a,legal_partnership_status_6a-001,{PERCENTAGE}%,of people aged 16 years and over in {location},have,never married and never registered a civil partnership
Population,2021-DEM,Legal partnership status,legal_partnership_status_6a,legal_partnership_status_6a-002,{PERCENTAGE}%,of people aged 16 years and over in {location},are,married or in a registered civil partnership
Population,2021-DEM,Legal partnership status,legal_partnership_status_6a,legal_partnership_status_6a-003,{PERCENTAGE}%,of people aged 16 years and over in {location},are,"separated, but still legally married or still legally in a civil partnership"
Population,2021-DEM,Legal partnership status,legal_partnership_status_6a,legal_partnership_status_6a-004,{PERCENTAGE}%,of people aged 16 years and over in {location},are,divorced or have had their civil partnership dissolved
Population,2021-DEM,Legal partnership status,legal_partnership_status_6a,legal_partnership_status_6a-005,{PERCENTAGE}%,of people aged 16 years and over in {location},are,widowed or the surviving partner from a civil partnership
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-001,{PERCENTAGE}%,of people aged 16 years and over in households in {location},live together,in an opposite-sex couple that is married or in a civil partnership
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-002,{PERCENTAGE}%,of people aged 16 years and over in households in {location},live together,in a same-sex couple that is married or in a civil partnership
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-003,{PERCENTAGE}%,of people aged 16 years and over in households in {location},live together,"in a couple that is separated, but still married or in a civil partnership"
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-004,{PERCENTAGE}%,of people aged 16 years and over in households in {location},live together,in an opposite-sex couple that is cohabiting
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-005,{PERCENTAGE}%,of people aged 16 years and over in households in {location},live together,in a same-sex couple that is cohabiting
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-006,{PERCENTAGE}%,of people aged 16 years and over in households in {location},are,single (never married and never registered a same-sex civil partnership)
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-007,{PERCENTAGE}%,of people aged 16 years and over in households in {location},are,"not living in a couple, but are married or in a registered civil partnership"
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-008,{PERCENTAGE}%,of people aged 16 years and over in households in {location},are,separated (including those who are married and those who are in civil partnerships)
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-009,{PERCENTAGE}%,of people aged 16 years and over in households in {location},are,divorced or formerly in a civil partnership which is now legally dissolved
Population,2021-DEM,Living arrangements,living_arrangements_11a,living_arrangements_11a-010,{PERCENTAGE}%,of people aged 16 years and over in households in {location},are,widowed or the surviving partner from a civil partnership
Population,2021-DEM,Sex,sex,sex-001,{PERCENTAGE}%,of people in {location},are,female
Population,2021-DEM,Sex,sex,sex-002,{PERCENTAGE}%,of people in {location},are,male
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-002,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 0 to 4 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-003,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 5 to 7 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-004,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 8 to 9 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-005,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 10 to 14 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-006,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 15 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-007,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 16 to 17 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-008,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 18 to 19 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-009,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 20 to 24 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-010,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 25 to 29 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-011,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 30 to 44 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-012,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 45 to 59 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-013,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 60 to 64 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-014,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 65 to 74 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-015,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 75 to 84 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-016,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 85 to 89 years
Population,2021-MIG,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-017,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 90 years and over
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-002,{PERCENTAGE}%,of people in {location},were,born in the EU14 (countries that joined the EU before 2004)
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-003,{PERCENTAGE}%,of people in {location},were,born in the EU8 (countries that joined the EU in 2004)
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-004,{PERCENTAGE}%,of people in {location},were,born in the EU2 (countries that joined the EU in 2007)
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-005,{PERCENTAGE}%,of people in {location},were,born in other EU countries
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-006,{PERCENTAGE}%,of people in {location},were,born in European countries that are not part of the EU
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-007,{PERCENTAGE}%,of people in {location},were,born in Africa
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-008,{PERCENTAGE}%,of people in {location},were,born in the Middle East and Asia
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-009,{PERCENTAGE}%,of people in {location},were,born in the Americas or the Caribbean
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-010,{PERCENTAGE}%,of people in {location},were,"born in Antarctica, Oceania (including Australasia) or other"
Population,2021-MIG,Country of birth,country_of_birth_12a,country_of_birth_12a-011,{PERCENTAGE}%,of people in {location},were,born in the British Overseas Territories
Population,2021-MIG,Country of birth,country_of_birth_3a,country_of_birth_3a-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Country of birth,country_of_birth_3a,country_of_birth_3a-002,{PERCENTAGE}%,of people in {location},were,born outside the UK
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-001,{PERCENTAGE}%,of people in {location},were,born in England
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-002,{PERCENTAGE}%,of people in {location},were,born in Northern Ireland
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-003,{PERCENTAGE}%,of people in {location},were,born in Scotland
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-004,{PERCENTAGE}%,of people in {location},were,born in Wales
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-005,{PERCENTAGE}%,of people in {location},were,born in Great Britain (country not specified)
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-006,{PERCENTAGE}%,of people in {location},were,born in the UK (country not specified)
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-007,{PERCENTAGE}%,of people in {location},were,born in Ireland
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-008,{PERCENTAGE}%,of people in {location},were,born in France
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-009,{PERCENTAGE}%,of people in {location},were,born in Germany
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-010,{PERCENTAGE}%,of people in {location},were,born in Italy
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-011,{PERCENTAGE}%,of people in {location},were,born in Portugal (including Madeira and the Azores)
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-012,{PERCENTAGE}%,of people in {location},were,born in Spain (including the Canary Islands)
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-013,{PERCENTAGE}%,of people in {location},were,born in other countries that were EU members in March 2001 
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-014,{PERCENTAGE}%,of people in {location},were,born in Lithuania
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-015,{PERCENTAGE}%,of people in {location},were,born in Poland
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-016,{PERCENTAGE}%,of people in {location},were,born in Romania
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-017,{PERCENTAGE}%,of people in {location},were,born in other countries that joined the EU between April 2001 - March 2011
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-018,{PERCENTAGE}%,of people in {location},were,born in Croatia
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-019,{PERCENTAGE}%,of people in {location},were,born in Turkey
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-020,{PERCENTAGE}%,of people in {location},were,born in other European countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-021,{PERCENTAGE}%,of people in {location},were,born in North Africa
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-022,{PERCENTAGE}%,of people in {location},were,born in Ghana
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-023,{PERCENTAGE}%,of people in {location},were,born in Nigeria
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-024,{PERCENTAGE}%,of people in {location},were,born in other Central and Western African countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-025,{PERCENTAGE}%,of people in {location},were,born in Kenya
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-026,{PERCENTAGE}%,of people in {location},were,born in Somalia
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-027,{PERCENTAGE}%,of people in {location},were,born in South Africa
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-028,{PERCENTAGE}%,of people in {location},were,born in Zimbabwe
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-029,{PERCENTAGE}%,of people in {location},were,born in other South and Eastern African countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-030,{PERCENTAGE}%,of people in {location},were,born in Africa (country not specified)
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-031,{PERCENTAGE}%,of people in {location},were,born in Iran
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-032,{PERCENTAGE}%,of people in {location},were,born in Iraq
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-033,{PERCENTAGE}%,of people in {location},were,born in other Middle Eastern countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-034,{PERCENTAGE}%,of people in {location},were,born in China
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-035,{PERCENTAGE}%,of people in {location},were,born in Hong Kong
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-036,{PERCENTAGE}%,of people in {location},were,born in other East Asian countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-037,{PERCENTAGE}%,of people in {location},were,born in Afghanistan
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-038,{PERCENTAGE}%,of people in {location},were,born in India
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-039,{PERCENTAGE}%,of people in {location},were,born in Pakistan
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-040,{PERCENTAGE}%,of people in {location},were,born in Bangladesh
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-041,{PERCENTAGE}%,of people in {location},were,born in Sri Lanka
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-042,{PERCENTAGE}%,of people in {location},were,born in other Southern Asian countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-043,{PERCENTAGE}%,of people in {location},were,born in the Philippines
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-044,{PERCENTAGE}%,of people in {location},were,born in Malaysia
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-045,{PERCENTAGE}%,of people in {location},were,born in Singapore
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-046,{PERCENTAGE}%,of people in {location},were,born in other South-East Asian countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-047,{PERCENTAGE}%,of people in {location},were,born in Central Asia
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-048,{PERCENTAGE}%,of people in {location},were,born in the United States
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-049,{PERCENTAGE}%,of people in {location},were,born in Canada
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-050,{PERCENTAGE}%,of people in {location},were,born in other North American countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-051,{PERCENTAGE}%,of people in {location},were,born in Central America
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-052,{PERCENTAGE}%,of people in {location},were,born in South America
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-053,{PERCENTAGE}%,of people in {location},were,born in Jamaica
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-054,{PERCENTAGE}%,of people in {location},were,born in other Caribbean countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-055,{PERCENTAGE}%,of people in {location},were,born in Australia
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-056,{PERCENTAGE}%,of people in {location},were,born in New Zealand
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-057,{PERCENTAGE}%,of people in {location},were,both in other Australasian countries
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-058,{PERCENTAGE}%,of people in {location},were,born in other Oceanian countries or Antarctica 
Population,2021-MIG,Country of birth,country_of_birth_60a,country_of_birth_60a-059,{PERCENTAGE}%,of people in {location},were,both in other countries
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-002,{PERCENTAGE}%,of people in {location},were,born in Ireland
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-003,{PERCENTAGE}%,of people in {location},were,born in other European countries
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-004,{PERCENTAGE}%,of people in {location},were,born in Africa
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-005,{PERCENTAGE}%,of people in {location},were,born in the Middle East and Asia
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-006,{PERCENTAGE}%,of people in {location},were,born in the Americas or the Caribbean
Population,2021-MIG,Country of birth,country_of_birth_8a,country_of_birth_8a-007,{PERCENTAGE}%,of people in {location},were,"born in Antarctica, Oceania (including Australasia) or other"
Population,2021-MIG,Length of residence in the UK,residence_length_6b,residence_length_6b-001,{PERCENTAGE}%,of people in {location},were,born in the UK
Population,2021-MIG,Length of residence in the UK,residence_length_6b,residence_length_6b-002,{PERCENTAGE}%,of people in {location},have,lived in the UK for 10 years or more
Population,2021-MIG,Length of residence in the UK,residence_length_6b,residence_length_6b-003,{PERCENTAGE}%,of people in {location},have,"lived in the UK for 5 years or more, but less than 10 years"
Population,2021-MIG,Length of residence in the UK,residence_length_6b,residence_length_6b-004,{PERCENTAGE}%,of people in {location},have,"lived in the UK for 2 years or more, but less than 5 years"
Population,2021-MIG,Length of residence in the UK,residence_length_6b,residence_length_6b-005,{PERCENTAGE}%,of people in {location},have,lived in the UK for less than 2 years
Population,2021-MIG,Migrant indicator,migrant_ind,migrant_ind-000,{PERCENTAGE}%,of people in {location},were,living at their address of enumeration one year ago
Population,2021-MIG,Migrant indicator,migrant_ind,migrant_ind-001,{PERCENTAGE}%,of people in {location},were,living at a student or boarding school term-time address in the UK one year ago
Population,2021-MIG,Migrant indicator,migrant_ind,migrant_ind-002,{PERCENTAGE}%,of people in {location},were,living at a different address within the UK one year ago
Population,2021-MIG,Migrant indicator,migrant_ind,migrant_ind-003,{PERCENTAGE}%,of people in {location},were,living at an address outside the UK one year ago
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-001,{PERCENTAGE}%,of people in {location},have,a UK passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-002,{PERCENTAGE}%,of people in {location},have,an Irish passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-003,{PERCENTAGE}%,of people in {location},have,a passport from another EU country
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-004,{PERCENTAGE}%,of people in {location},have,a passport from a non-EU European country
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-005,{PERCENTAGE}%,of people in {location},have,an African passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-006,{PERCENTAGE}%,of people in {location},have,a Middle Eastern or Asian passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-007,{PERCENTAGE}%,of people in {location},have,a North American or Caribbean passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-008,{PERCENTAGE}%,of people in {location},have,a Central American passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-009,{PERCENTAGE}%,of people in {location},have,a South American passport
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-010,{PERCENTAGE}%,of people in {location},have,a passport from Antarctica and Oceania (including Australia)
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-011,{PERCENTAGE}%,of people in {location},have,a passport from the British Overseas Territories
Population,2021-MIG,Passports held,passports_all_13a,passports_all_13a-012,{PERCENTAGE}%,of people in {location},have,no passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-001,{PERCENTAGE}%,of people in {location},have,a UK passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-002,{PERCENTAGE}%,of people in {location},have,an Irish passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-003,{PERCENTAGE}%,of people in {location},have,a passport from another EU country
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-004,{PERCENTAGE}%,of people in {location},have,a passport from a non-EU European country
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-005,{PERCENTAGE}%,of people in {location},have,a North African passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-006,{PERCENTAGE}%,of people in {location},have,a Central or West African passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-007,{PERCENTAGE}%,of people in {location},have,a South or East African passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-008,{PERCENTAGE}%,of people in {location},have,a Middle Eastern passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-009,{PERCENTAGE}%,of people in {location},have,an East Asian passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-010,{PERCENTAGE}%,of people in {location},have,a South Asian passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-011,{PERCENTAGE}%,of people in {location},have,a South-East Asian passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-012,{PERCENTAGE}%,of people in {location},have,a Central Asian passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-013,{PERCENTAGE}%,of people in {location},have,a North American or Caribbean passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-014,{PERCENTAGE}%,of people in {location},have,a Central or South American passport
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-015,{PERCENTAGE}%,of people in {location},have,a passport from Antarctica and Oceania (including Australasia)
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-016,{PERCENTAGE}%,of people in {location},have,a passport from the British Overseas Territories
Population,2021-MIG,Passports held,passports_all_18a,passports_all_18a-017,{PERCENTAGE}%,of people in {location},have,no passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-001,{PERCENTAGE}%,of people in {location},have,a UK passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-002,{PERCENTAGE}%,of people in {location},have,an Irish passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-003,{PERCENTAGE}%,of people in {location},have,a French passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-004,{PERCENTAGE}%,of people in {location},have,a German passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-005,{PERCENTAGE}%,of people in {location},have,an Italian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-006,{PERCENTAGE}%,of people in {location},have,a Portuguese passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-007,{PERCENTAGE}%,of people in {location},have,a Spanish passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-008,{PERCENTAGE}%,of people in {location},have,a Lithuanian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-009,{PERCENTAGE}%,of people in {location},have,a Polish passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-010,{PERCENTAGE}%,of people in {location},have,a Romanian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-011,{PERCENTAGE}%,of people in {location},have,a passport from another EU country
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-012,{PERCENTAGE}%,of people in {location},have,a Turkish passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-013,{PERCENTAGE}%,of people in {location},have,a passport from another non-EU European country
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-014,{PERCENTAGE}%,of people in {location},have,a North African passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-015,{PERCENTAGE}%,of people in {location},have,a Central or West African passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-016,{PERCENTAGE}%,of people in {location},have,a South or East African passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-017,{PERCENTAGE}%,of people in {location},have,a Middle Eastern passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-018,{PERCENTAGE}%,of people in {location},have,an East Asian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-019,{PERCENTAGE}%,of people in {location},have,a South Asian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-020,{PERCENTAGE}%,of people in {location},have,a South-East Asian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-021,{PERCENTAGE}%,of people in {location},have,a Central Asian passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-022,{PERCENTAGE}%,of people in {location},have,a North American or Caribbean passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-023,{PERCENTAGE}%,of people in {location},have,a Central or South American passport
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-024,{PERCENTAGE}%,of people in {location},have,a passport from Antarctica and Oceania (including Australasia)
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-025,{PERCENTAGE}%,of people in {location},have,a passport from the British Overseas Territories
Population,2021-MIG,Passports held,passports_all_27a,passports_all_27a-026,{PERCENTAGE}%,of people in {location},have,no passport
Population,2021-MIG,Passports held,passports_all_4a,passports_all_4a-001,{PERCENTAGE}%,of people in {location},have,a UK passport
Population,2021-MIG,Passports held,passports_all_4a,passports_all_4a-002,{PERCENTAGE}%,of people in {location},have,a non-UK passport
Population,2021-MIG,Passports held,passports_all_4a,passports_all_4a-003,{PERCENTAGE}%,of people in {location},have,no passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-001,{PERCENTAGE}%,of people in {location},have,a UK passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-002,{PERCENTAGE}%,of people in {location},have,an Irish passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-003,{PERCENTAGE}%,of people in {location},have,a French passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-004,{PERCENTAGE}%,of people in {location},have,a German passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-005,{PERCENTAGE}%,of people in {location},have,an Italian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-006,{PERCENTAGE}%,of people in {location},have,a Portuguese passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-007,{PERCENTAGE}%,of people in {location},have,a Spanish passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-008,{PERCENTAGE}%,of people in {location},have,a Lithuanian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-009,{PERCENTAGE}%,of people in {location},have,a Polish passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-010,{PERCENTAGE}%,of people in {location},have,a Romanian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-011,{PERCENTAGE}%,of people in {location},have,a passport from another EU country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-012,{PERCENTAGE}%,of people in {location},have,a Turkish passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-013,{PERCENTAGE}%,of people in {location},have,a passport from another non-EU European country
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-014,{PERCENTAGE}%,of people in {location},have,a North African passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-015,{PERCENTAGE}%,of people in {location},have,a Ghanaian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-016,{PERCENTAGE}%,of people in {location},have,a Nigerian passport
Population,2021-MIG,Passports held,passports_all_52a,passports_all_52a-017,{PERCENTAGE}%,of people in {location},have,a passport from another Central or West African country
