ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Identity,Main language (detailed),main_language_detailed,main_language_detailed-044,West or Central Asian language: Hebrew,{PERCENTAGE}%,of people in {location},speak,Hebrew,west or central asian language: hebrew
Identity,Main language (detailed),main_language_detailed,main_language_detailed-045,West or Central Asian language: Kurdish,{PERCENTAGE}%,of people in {location},speak,Kurdish,west or central asian language: kurdish
Identity,Main language (detailed),main_language_detailed,main_language_detailed-046,West or Central Asian language: Persian or Farsi,{PERCENTAGE}%,of people in {location},speak,Persian or Farsi,west or central asian language: persian or farsi
Identity,Main language (detailed),main_language_detailed,main_language_detailed-047,West or Central Asian language: Pashto,{PERCENTAGE}%,of people in {location},speak,Pashto,west or central asian language: pashto
Identity,Main language (detailed),main_language_detailed,main_language_detailed-048,West or Central Asian language: Any other West or Central Asian language,{PERCENTAGE}%,of people in {location},speak,any other West or Central Asian language,west or central asian language: any other west or central asian language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-049,South Asian language: Urdu,{PERCENTAGE}%,of people in {location},speak,Urdu,south asian language: urdu
Identity,Main language (detailed),main_language_detailed,main_language_detailed-050,South Asian language: Hindi,{PERCENTAGE}%,of people in {location},speak,Hindi,south asian language: hindi
Identity,Main language (detailed),main_language_detailed,main_language_detailed-051,South Asian language: Panjabi,{PERCENTAGE}%,of people in {location},speak,Panjabi,south asian language: panjabi
Identity,Main language (detailed),main_language_detailed,main_language_detailed-052,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),{PERCENTAGE}%,of people in {location},speak,Pakistani Pahari (with Mirpuri and Potwari),south asian language: pakistani pahari (with mirpuri and potwari)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-053,South Asian language: Bengali (with Sylheti and Chatgaya),{PERCENTAGE}%,of people in {location},speak,Bengali (with Sylheti and Chatgaya),south asian language: bengali (with sylheti and chatgaya)
Identity,Main language (detailed),main_language_detailed,main_language_detailed-054,South Asian language: Gujarati,{PERCENTAGE}%,of people in {location},speak,Gujarati,south asian language: gujarati
Identity,Main language (detailed),main_language_detailed,main_language_detailed-055,South Asian language: Marathi,{PERCENTAGE}%,of people in {location},speak,Marathi,south asian language: marathi
Identity,Main language (detailed),main_language_detailed,main_language_detailed-056,South Asian language: Telugu,{PERCENTAGE}%,of people in {location},speak,Telugu,south asian language: telugu
Identity,Main language (detailed),main_language_detailed,main_language_detailed-057,South Asian language: Tamil,{PERCENTAGE}%,of people in {location},speak,Tamil,south asian language: tamil
Identity,Main language (detailed),main_language_detailed,main_language_detailed-058,South Asian language: Malayalam,{PERCENTAGE}%,of people in {location},speak,Malayalam,south asian language: malayalam
Identity,Main language (detailed),main_language_detailed,main_language_detailed-059,South Asian language: Sinhala,{PERCENTAGE}%,of people in {location},speak,Sinhala,south asian language: sinhala
Identity,Main language (detailed),main_language_detailed,main_language_detailed-060,South Asian language: Nepalese,{PERCENTAGE}%,of people in {location},speak,Nepalese,south asian language: nepalese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-061,South Asian language: Any other South Asian language,{PERCENTAGE}%,of people in {location},speak,any other South Asian language,south asian language: any other south asian language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-062,East Asian language: Mandarin Chinese,{PERCENTAGE}%,of people in {location},speak,Mandarin Chinese,east asian language: mandarin chinese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-063,East Asian language: Cantonese Chinese,{PERCENTAGE}%,of people in {location},speak,Cantonese Chinese,east asian language: cantonese chinese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-064,East Asian language: All other Chinese,{PERCENTAGE}%,of people in {location},speak,All other Chinese,east asian language: all other chinese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-065,East Asian language: Japanese,{PERCENTAGE}%,of people in {location},speak,Japanese,east asian language: japanese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-066,East Asian language: Korean,{PERCENTAGE}%,of people in {location},speak,Korean,east asian language: korean
Identity,Main language (detailed),main_language_detailed,main_language_detailed-067,East Asian language: Vietnamese,{PERCENTAGE}%,of people in {location},speak,Vietnamese,east asian language: vietnamese
Identity,Main language (detailed),main_language_detailed,main_language_detailed-068,East Asian language: Thai,{PERCENTAGE}%,of people in {location},speak,Thai,east asian language: thai
Identity,Main language (detailed),main_language_detailed,main_language_detailed-069,East Asian language: Malay,{PERCENTAGE}%,of people in {location},speak,Malay,east asian language: malay
Identity,Main language (detailed),main_language_detailed,main_language_detailed-070,East Asian language: Tagalog or Filipino,{PERCENTAGE}%,of people in {location},speak,Tagalog or Filipino,east asian language: tagalog or filipino
Identity,Main language (detailed),main_language_detailed,main_language_detailed-071,East Asian language: Any other East Asian language,{PERCENTAGE}%,of people in {location},speak,any other East Asian language,east asian language: any other east asian language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-072,Oceanic or Australian language,{PERCENTAGE}%,of people in {location},speak,an Oceanic or Australian language,oceanic or australian language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-073,North or South American language,{PERCENTAGE}%,of people in {location},speak,a North or South American language,north or south american language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-074,Caribbean Creole: English-based Caribbean Creole,{PERCENTAGE}%,of people in {location},speak,English-based Caribbean Creole,caribbean creole: english-based caribbean creole
Identity,Main language (detailed),main_language_detailed,main_language_detailed-075,Caribbean Creole: Any other Caribbean Creole,{PERCENTAGE}%,of people in {location},speak,any other Caribbean Creole,caribbean creole: any other caribbean creole
Identity,Main language (detailed),main_language_detailed,main_language_detailed-076,African language: Amharic,{PERCENTAGE}%,of people in {location},speak,Amharic,african language: amharic
Identity,Main language (detailed),main_language_detailed,main_language_detailed-077,African language: Tigrinya,{PERCENTAGE}%,of people in {location},speak,Tigrinya,african language: tigrinya
Identity,Main language (detailed),main_language_detailed,main_language_detailed-078,African language: Somali,{PERCENTAGE}%,of people in {location},speak,Somali,african language: somali
Identity,Main language (detailed),main_language_detailed,main_language_detailed-079,African language: Krio,{PERCENTAGE}%,of people in {location},speak,Krio,african language: krio
Identity,Main language (detailed),main_language_detailed,main_language_detailed-080,African language: Akan,{PERCENTAGE}%,of people in {location},speak,Akan,african language: akan
Identity,Main language (detailed),main_language_detailed,main_language_detailed-081,African language: Yoruba,{PERCENTAGE}%,of people in {location},speak,Yoruba,african language: yoruba
Identity,Main language (detailed),main_language_detailed,main_language_detailed-082,African language: Igbo,{PERCENTAGE}%,of people in {location},speak,Igbo,african language: igbo
Identity,Main language (detailed),main_language_detailed,main_language_detailed-083,African language: Swahili or Kiswahili,{PERCENTAGE}%,of people in {location},speak,Swahili or Kiswahili,african language: swahili or kiswahili
Identity,Main language (detailed),main_language_detailed,main_language_detailed-084,African language: Luganda,{PERCENTAGE}%,of people in {location},speak,Luganda,african language: luganda
Identity,Main language (detailed),main_language_detailed,main_language_detailed-085,African language: Lingala,{PERCENTAGE}%,of people in {location},speak,Lingala,african language: lingala
Identity,Main language (detailed),main_language_detailed,main_language_detailed-086,African language: Shona,{PERCENTAGE}%,of people in {location},speak,Shona,african language: shona
Identity,Main language (detailed),main_language_detailed,main_language_detailed-087,African language: Afrikaans,{PERCENTAGE}%,of people in {location},speak,Afrikaans,african language: afrikaans
Identity,Main language (detailed),main_language_detailed,main_language_detailed-088,African language: Any other Nigerian language,{PERCENTAGE}%,of people in {location},speak,any other Nigerian language,african language: any other nigerian language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-089,African language: Any other West African language,{PERCENTAGE}%,of people in {location},speak,any other West African language,african language: any other west african language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-090,African language: Any other African language,{PERCENTAGE}%,of people in {location},speak,any other African language,african language: any other african language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-091,Sign language: British Sign Language,{PERCENTAGE}%,of people in {location},speak,British Sign Language,sign language: british sign language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-092,Sign language: Any other sign language,{PERCENTAGE}%,of people in {location},speak,any other sign language,sign language: any other sign language
Identity,Main language (detailed),main_language_detailed,main_language_detailed-093,Sign language: Any sign communication system,{PERCENTAGE}%,of people in {location},speak,any sign communication system,sign language: any sign communication system
Identity,Main language (detailed),main_language_detailed,main_language_detailed-094,Other language,{PERCENTAGE}%,of people in {location},speak,any other language,other language
Identity,Household language (English and Welsh),hh_language,hh_language-001,"All adults in household have English in England, or English or Welsh in Wales as a main language",{PERCENTAGE}%,of households in {location},have,English or Welsh as the main language for all adults,"all adults in household have english in england, or english or welsh in wales as a main language"
Identity,Household language (English and Welsh),hh_language,hh_language-002,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",{PERCENTAGE}%,of households in {location},have,English or Welsh as the main language for some but not all adults,"at least one but not all adults in household have english in england, or english or welsh in wales as a main language"
Identity,Household language (English and Welsh),hh_language,hh_language-003,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",{PERCENTAGE}%,of households in {location},have,English or Welsh as the main language for no adults but some children (aged 3-15 years),"no adults in household, but at least one person aged 3 to 15 years, has english in england or english or welsh in wales as a main language"
Identity,Household language (English and Welsh),hh_language,hh_language-004,"No people in household have English in England, or English or Welsh in Wales as a main language",{PERCENTAGE}%,of households in {location},have,no members that have English or Welsh as their main language.,"no people in household have english in england, or english or welsh in wales as a main language"
Identity,Multiple main languages in household,hh_multi_language_3a,hh_multi_language_3a-001,All household members have the same main language,{PERCENTAGE}%,of households in {location},have,members that all have the same main language,all household members have the same main language
Identity,Multiple main languages in household,hh_multi_language_3a,hh_multi_language_3a-002,Household members have different main languages,{PERCENTAGE}%,of households in {location},have,members that have different main languages,household members have different main languages
Identity,Multiple main languages in household,hh_multi_language,hh_multi_language-001,One person household,{PERCENTAGE}%,of households in {location},are,not applicable (one person household),one person household
Identity,Multiple main languages in household,hh_multi_language,hh_multi_language-002,All household members have the same main language,{PERCENTAGE}%,of households in {location},have,members that all have the same main language,all household members have the same main language
Identity,Multiple main languages in household,hh_multi_language,hh_multi_language-003,"Main language differs between generations, but not within partnerships",{PERCENTAGE}%,of households in {location},have,"members that have different main languages between generations, but not within partnerships","main language differs between generations, but not within partnerships"
Identity,Multiple main languages in household,hh_multi_language,hh_multi_language-004,Main language differs within partnerships,{PERCENTAGE}%,of households in {location},have,members that have different main languages within partnerships,main language differs within partnerships
Identity,Multiple main languages in household,hh_multi_language,hh_multi_language-005,Any other combination of multiple main languages,{PERCENTAGE}%,of households in {location},are,members with any other combination of multiple main languages,any other combination of multiple main languages
Identity,National identity,national_identity_all_4a,national_identity_all_4a-001,One or more UK identity only,{PERCENTAGE}%,of people in {location},have,One or more UK identity only,one or more uk identity only
Identity,National identity,national_identity_all_4a,national_identity_all_4a-002,UK identity and non-UK identity,{PERCENTAGE}%,of people in {location},are,UK identity and non-UK identity,uk identity and non-uk identity
Identity,National identity,national_identity_all_4a,national_identity_all_4a-003,Non-UK identity only,{PERCENTAGE}%,of people in {location},are,Non-UK identity only,non-uk identity only
Identity,National identity,national_identity_all_9a,national_identity_all_9a-001,British only identity,{PERCENTAGE}%,of people in {location},identify as,British,british only identity
Identity,National identity,national_identity_all_9a,national_identity_all_9a-002,Welsh only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh,welsh only identity
Identity,National identity,national_identity_all_9a,national_identity_all_9a-003,Welsh and British only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh and British,welsh and british only identity
Identity,National identity,national_identity_all_9a,national_identity_all_9a-004,English only identity,{PERCENTAGE}%,of people in {location},identify as,English,english only identity
Identity,National identity,national_identity_all_9a,national_identity_all_9a-005,English and British only identity,{PERCENTAGE}%,of people in {location},identify as,English and British,english and british only identity
Identity,National identity,national_identity_all_9a,national_identity_all_9a-006,Any other combination of UK identities (UK only),{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities,any other combination of uk identities (uk only)
Identity,National identity,national_identity_all_9a,national_identity_all_9a-007,Non-UK identity only,{PERCENTAGE}%,of people in {location},identify as,Non-UK,non-uk identity only
Identity,National identity,national_identity_all_9a,national_identity_all_9a-008,UK identity and non-UK identity,{PERCENTAGE}%,of people in {location},identify as,both UK and non-UK identity,uk identity and non-uk identity
Identity,National identity,national_identity_all,national_identity_all-001,British only identity,{PERCENTAGE}%,of people in {location},identify as,British,british only identity
Identity,National identity,national_identity_all,national_identity_all-002,English only identity,{PERCENTAGE}%,of people in {location},identify as,English,english only identity
Identity,National identity,national_identity_all,national_identity_all-003,English and British only identity,{PERCENTAGE}%,of people in {location},identify as,English and British,english and british only identity
Identity,National identity,national_identity_all,national_identity_all-004,Welsh only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh,welsh only identity
Identity,National identity,national_identity_all,national_identity_all-005,Welsh and British only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh and British,welsh and british only identity
Identity,National identity,national_identity_all,national_identity_all-006,Scottish only identity,{PERCENTAGE}%,of people in {location},identify as,Scottish,scottish only identity
Identity,National identity,national_identity_all,national_identity_all-007,Scottish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Scottish and British,scottish and british only identity
Identity,National identity,national_identity_all,national_identity_all-008,Northern Irish only identity,{PERCENTAGE}%,of people in {location},identify as,Northern Irish,northern irish only identity
Identity,National identity,national_identity_all,national_identity_all-009,Northern Irish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Northern Irish and British,northern irish and british only identity
Identity,National identity,national_identity_all,national_identity_all-010,Cornish only identity,{PERCENTAGE}%,of people in {location},identify as,Cornish,cornish only identity
Identity,National identity,national_identity_all,national_identity_all-011,Cornish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Cornish and British,cornish and british only identity
Identity,National identity,national_identity_all,national_identity_all-012,Any other combination of UK identities (UK only),{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities,any other combination of uk identities (uk only)
Identity,National identity,national_identity_all,national_identity_all-013,Irish only identity,{PERCENTAGE}%,of people in {location},identify as,Irish,irish only identity
Identity,National identity,national_identity_all,national_identity_all-014,Irish and at least one UK identity,{PERCENTAGE}%,of people in {location},identify as,Irish and at least one UK identity,irish and at least one uk identity
Identity,National identity,national_identity_all,national_identity_all-015,Other identity only,{PERCENTAGE}%,of people in {location},identify as,any other national identity,other identity only
Identity,National identity,national_identity_all,national_identity_all-016,Other identity and at least one UK identity,{PERCENTAGE}%,of people in {location},identify as,any other national identity and at least one UK identity,other identity and at least one uk identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-001,UK identity: British only identity,{PERCENTAGE}%,of people in {location},identify as,British,uk identity: british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-002,UK identity: English only identity,{PERCENTAGE}%,of people in {location},identify as,English,uk identity: english only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-003,UK identity: English and British only identity,{PERCENTAGE}%,of people in {location},identify as,English and British,uk identity: english and british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-004,UK identity:  Welsh only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh,uk identity:  welsh only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-005,UK identity: Welsh and British only identity,{PERCENTAGE}%,of people in {location},identify as,Welsh and British,uk identity: welsh and british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-006,UK identity: Scottish only identity,{PERCENTAGE}%,of people in {location},identify as,Scottish,uk identity: scottish only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-007,UK identity:  Scottish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Scottish and British,uk identity:  scottish and british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-008,UK identity: Northern Irish only identity,{PERCENTAGE}%,of people in {location},identify as,Northern Irish,uk identity: northern irish only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-009,UK identity: Northern Irish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Northern Irish and British,uk identity: northern irish and british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-010,UK identity: Cornish only identity,{PERCENTAGE}%,of people in {location},identify as,Cornish,uk identity: cornish only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-011,UK identity: Cornish and British only identity,{PERCENTAGE}%,of people in {location},identify as,Cornish and British,uk identity: cornish and british only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-012,UK identity: Any other combination of UK identities (UK only),{PERCENTAGE}%,of people in {location},identify as,any other combination of UK identities,uk identity: any other combination of uk identities (uk only)
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-013,UK identity: Other identity and at least one UK identity,{PERCENTAGE}%,of people in {location},identify as,any other national identity and at least one UK identity,uk identity: other identity and at least one uk identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-014,Other identity only: Guernsey Islander,{PERCENTAGE}%,of people in {location},identify as,a Guernsey Islander,other identity only: guernsey islander
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-015,Other identity only: Jersey Islander,{PERCENTAGE}%,of people in {location},identify as,a Jersey Islander,other identity only: jersey islander
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-016,Other identity only: Isle of Man (Manx),{PERCENTAGE}%,of people in {location},identify as,Manx (Isle of Man),other identity only: isle of man (manx)
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-017,Other identity only: Channel Islander not otherwise specified,{PERCENTAGE}%,of people in {location},identify as,any other Channel Island identity,other identity only: channel islander not otherwise specified
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-018,Other identity only: Irish only identity,{PERCENTAGE}%,of people in {location},identify as,Irish,other identity only: irish only identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-019,Other identity only: Irish and at least one UK identity,{PERCENTAGE}%,of people in {location},identify as,Irish and at least one UK identity,other identity only: irish and at least one uk identity
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-020,Other identity only: European: EU countries: French,{PERCENTAGE}%,of people in {location},identify as,French,other identity only: european: eu countries: french
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-021,Other identity only: European: EU countries: German,{PERCENTAGE}%,of people in {location},identify as,German,other identity only: european: eu countries: german
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-022,Other identity only: European: EU countries: Italian,{PERCENTAGE}%,of people in {location},identify as,Italian,other identity only: european: eu countries: italian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-023,Other identity only: European: EU countries: Portuguese,{PERCENTAGE}%,of people in {location},identify as,Portuguese,other identity only: european: eu countries: portuguese
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-024,Other identity only: European: EU countries: Spanish (including Canary Islander),{PERCENTAGE}%,of people in {location},identify as,Spanish (including Canary Islanders),other identity only: european: eu countries: spanish (including canary islander)
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-025,Other identity only: European: EU countries: Other member countries in March 2001,{PERCENTAGE}%,of people in {location},identify as,any other national identity from countries that were EU members in March 2001  ,other identity only: european: eu countries: other member countries in march 2001
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-026,Other identity only: European: EU countries:  Lithuanian,{PERCENTAGE}%,of people in {location},identify as,Lithuanian,other identity only: european: eu countries:  lithuanian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-027,Other identity only: European: EU countries:  Polish,{PERCENTAGE}%,of people in {location},identify as,Polish,other identity only: european: eu countries:  polish
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-028,Other identity only: European: EU countries: Romanian,{PERCENTAGE}%,of people in {location},identify as,Romanian,other identity only: european: eu countries: romanian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-029,Other identity only: European: EU countries: Other member countries,{PERCENTAGE}%,of people in {location},identify as,any other ,other identity only: european: eu countries: other member countries
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-030,Other identity only: European: Non-EU countries: Turkish,{PERCENTAGE}%,of people in {location},identify as,any other national identity from countries that were EU members in March 2001  ,other identity only: european: non-eu countries: turkish
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-031,Other identity only: European: Non-EU countries: Other European,{PERCENTAGE}%,of people in {location},identify as,any other European identity,other identity only: european: non-eu countries: other european
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-032,Other identity only: African: North African,{PERCENTAGE}%,of people in {location},identify as,North African,other identity only: african: north african
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-033,Other identity only: African: Central and Western African: Ghanaian,{PERCENTAGE}%,of people in {location},identify as,Ghanaian,other identity only: african: central and western african: ghanaian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-034,Other identity only: African: Central and Western African: Nigerian,{PERCENTAGE}%,of people in {location},identify as,Nigerian,other identity only: african: central and western african: nigerian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-035,Other identity only: African: Central and Western African: Other Central and Western African,{PERCENTAGE}%,of people in {location},identify as,any other Central or West African identity,other identity only: african: central and western african: other central and western african
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-036,Other identity only: African: South and Eastern African: Kenyan,{PERCENTAGE}%,of people in {location},identify as,Kenyan,other identity only: african: south and eastern african: kenyan
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-037,Other identity only: African: South and Eastern African: Somali,{PERCENTAGE}%,of people in {location},identify as,Somali,other identity only: african: south and eastern african: somali
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-038,Other identity only: African: South and Eastern African: South African,{PERCENTAGE}%,of people in {location},identify as,South African,other identity only: african: south and eastern african: south african
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-039,Other identity only: African: South and Eastern African: Zimbabwean,{PERCENTAGE}%,of people in {location},identify as,Zimbabwean,other identity only: african: south and eastern african: zimbabwean
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-040,Other identity only: African: South and Eastern African: Other South and Eastern African,{PERCENTAGE}%,of people in {location},identify as,any other South or East African identity,other identity only: african: south and eastern african: other south and eastern african
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-041,Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,{PERCENTAGE}%,of people in {location},identify as,Kurdish,other identity only: middle eastern and asian: middle eastern: kurdish
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-042,Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,{PERCENTAGE}%,of people in {location},identify as,Iranian,other identity only: middle eastern and asian: middle eastern: iranian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-043,Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,{PERCENTAGE}%,of people in {location},identify as,Iraqi,other identity only: middle eastern and asian: middle eastern: iraqi
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-044,Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,{PERCENTAGE}%,of people in {location},identify as,any other Middle Eastern identity,other identity only: middle eastern and asian: middle eastern: other middle eastern
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-045,Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,{PERCENTAGE}%,of people in {location},identify as,Chinese,other identity only: middle eastern and asian: eastern asian: chinese
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-046,Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,{PERCENTAGE}%,of people in {location},identify as,Hong Kong Chinese,other identity only: middle eastern and asian: eastern asian: hong kong chinese
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-047,Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,{PERCENTAGE}%,of people in {location},identify as,Japanese,other identity only: middle eastern and asian: eastern asian: japanese
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-048,Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,{PERCENTAGE}%,of people in {location},identify as,any other East Asian identity,other identity only: middle eastern and asian: eastern asian: other eastern asian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-049,Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,{PERCENTAGE}%,of people in {location},identify as,Afghan,other identity only: middle eastern and asian: southern asian: afghan
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-050,Other identity only: Middle Eastern and Asian: Southern Asian: Bangladeshi,{PERCENTAGE}%,of people in {location},identify as,Bangladeshi,other identity only: middle eastern and asian: southern asian: bangladeshi
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-051,Other identity only: Middle Eastern and Asian: Southern Asian: Indian,{PERCENTAGE}%,of people in {location},identify as,Indian,other identity only: middle eastern and asian: southern asian: indian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-052,Other identity only: Middle Eastern and Asian: Southern Asian: Pakistani,{PERCENTAGE}%,of people in {location},identify as,Pakistani,other identity only: middle eastern and asian: southern asian: pakistani
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-053,Other identity only: Middle Eastern and Asian: Southern Asian: Sri Lankan,{PERCENTAGE}%,of people in {location},identify as,Sri Lankan,other identity only: middle eastern and asian: southern asian: sri lankan
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-054,Other identity only: Middle Eastern and Asian: Southern Asian: Other Southern Asian,{PERCENTAGE}%,of people in {location},identify as,any other South Asian identity,other identity only: middle eastern and asian: southern asian: other southern asian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-055,Other identity only: Middle Eastern and Asian: South-East Asian: Filipino,{PERCENTAGE}%,of people in {location},identify as,Filipino,other identity only: middle eastern and asian: south-east asian: filipino
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-056,Other identity only: Middle Eastern and Asian: South-East Asian: Malaysian,{PERCENTAGE}%,of people in {location},identify as,Malaysian,other identity only: middle eastern and asian: south-east asian: malaysian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-057,Other identity only: Middle Eastern and Asian: South-East Asian: Singaporean,{PERCENTAGE}%,of people in {location},identify as,Singaporean,other identity only: middle eastern and asian: south-east asian: singaporean
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-058,Other identity only: Middle Eastern and Asian: South-East Asian: Other South-East Asian,{PERCENTAGE}%,of people in {location},identify as,any other South-East Asian identity,other identity only: middle eastern and asian: south-east asian: other south-east asian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-059,Other identity only: Middle Eastern and Asian: Central Asian,{PERCENTAGE}%,of people in {location},identify as,Central Asian,other identity only: middle eastern and asian: central asian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-060,Other identity only: Middle Eastern and Asian: Asian not otherwise specified,{PERCENTAGE}%,of people in {location},identify as,Asian (not specified),other identity only: middle eastern and asian: asian not otherwise specified
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-061,Other identity only: American and Caribbean: North American: Canadian,{PERCENTAGE}%,of people in {location},identify as,Canadian,other identity only: american and caribbean: north american: canadian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-062,Other identity only: American and Caribbean: North American: US Citizen,{PERCENTAGE}%,of people in {location},identify as,a US citizen,other identity only: american and caribbean: north american: us citizen
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-063,Other identity only: American and Caribbean: North American: Other North American,{PERCENTAGE}%,of people in {location},identify as,any other North American identity,other identity only: american and caribbean: north american: other north american
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-064,Other identity only: American and Caribbean: Central American,{PERCENTAGE}%,of people in {location},identify as,Central American,other identity only: american and caribbean: central american
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-065,Other identity only: American and Caribbean: South American,{PERCENTAGE}%,of people in {location},identify as,South American,other identity only: american and caribbean: south american
